DATE;TICKER
01/07/2017;HOT GY
01/07/2017;HPOLB SS
01/07/2017;HSBA LN
01/07/2017;HSX LN
01/07/2017;HUH1V FH
01/07/2017;HUSQB SS
01/07/2017;HWDN LN
01/07/2017;IAG LN
01/07/2017;IBE SQ
01/07/2017;ICA SS
01/07/2017;ICAD FP
01/07/2017;ICP LN
01/07/2017;IFX GY
01/07/2017;IG IM
01/07/2017;IGG LN
01/07/2017;IGY GY
01/07/2017;IHG LN
01/07/2017;III LN
01/07/2017;ILD FP
01/07/2017;IMB LN
01/07/2017;IMCD NA
01/07/2017;IMI LN
01/07/2017;INCH LN
01/07/2017;INDUA SS
01/07/2017;INDV LN
01/07/2017;INF LN
01/07/2017;ING FP
01/07/2017;INGA NA
01/07/2017;INTRUM SS
01/07/2017;INTU LN
01/07/2017;INVEB SS
01/07/2017;INVP LN
01/07/2017;IPN FP
01/07/2017;ISAT LN
01/07/2017;ISP IM
01/07/2017;ISS DC
01/07/2017;ITRK LN
01/07/2017;ITV LN
01/07/2017;ITX SQ
01/07/2017;IWG LN
01/07/2017;JE/ LN
01/07/2017;JM SS
01/07/2017;JMAT LN
01/07/2017;JMT PL
01/07/2017;JUP LN
01/07/2017;JYSK DC
01/07/2017;KBC BB
01/07/2017;KER FP
01/07/2017;KESKOB FH
01/07/2017;KGF LN
01/07/2017;KGX GY
01/07/2017;KINDSDB SS
01/07/2017;KINVB SS
01/07/2017;KN FP
01/07/2017;KNEBV FH
01/07/2017;KNIN SW
01/07/2017;KOMB CK
01/07/2017;KPN NA
01/07/2017;KSP ID
01/07/2017;KYG ID
01/07/2017;LAND LN
01/07/2017;LCL LN
01/07/2017;LDO IM
01/07/2017;LEG GY
01/07/2017;LGEN LN
01/07/2017;LHA GY
01/07/2017;LHN SW
01/07/2017;LI FP
01/07/2017;LIGHT NA
01/07/2017;LLOY LN
01/07/2017;LNA GY
01/07/2017;LOGN SW
01/07/2017;LONN SW
01/07/2017;LOOMB SS
01/07/2017;LR FP
01/07/2017;LSE LN
01/07/2017;LUN DC
01/07/2017;LUNDB SS
01/07/2017;LUPE SS
01/07/2017;LUX IM
01/07/2017;LXS GY
01/07/2017;MAERSKB DC
01/07/2017;MAN GY
01/07/2017;MAP SQ
01/07/2017;MB IM
01/07/2017;MC FP
01/07/2017;MCRO LN
01/07/2017;MDC LN
01/07/2017;MERL LN
01/07/2017;METSO FH
01/07/2017;MF FP
01/07/2017;MGGT LN
01/07/2017;MKS LN
01/07/2017;ML FP
01/07/2017;MMB FP
01/07/2017;MNDI LN
01/07/2017;MONC IM
01/07/2017;MONY LN
01/07/2017;MOWI NO
01/07/2017;MRK GY
01/07/2017;MRL SQ
01/07/2017;MRO LN
01/07/2017;MRW LN
01/07/2017;MS IM
01/07/2017;MT NA
01/07/2017;MTRO LN
01/07/2017;MTX GY
01/07/2017;MUV2 GY
01/07/2017;NCCB SS
01/07/2017;NDA SS
01/07/2017;NESN SW
01/07/2017;NESTE FH
01/07/2017;NETS DC
01/07/2017;NG/ LN
01/07/2017;NHY NO
01/07/2017;NIBEB SS
01/07/2017;NK FP
01/07/2017;NN NA
01/07/2017;NOKIA FH
01/07/2017;NOVN SW
01/07/2017;NOVOB DC
01/07/2017;NTGY SQ
01/07/2017;NXG LN
01/07/2017;NXT LN
01/07/2017;NZYMB DC
01/07/2017;O2D GY
01/07/2017;OCDO LN
01/07/2017;OERL SE
01/07/2017;OML LN
01/07/2017;OMV AV
01/07/2017;ONTEX BB
01/07/2017;OR FP
01/07/2017;ORA FP
01/07/2017;ORK NO
01/07/2017;ORNBV FH
01/07/2017;ORP FP
01/07/2017;ORSTED DC
01/07/2017;OSR GY
01/07/2017;OUT1V FH
01/07/2017;PAH3 GY
01/07/2017;PARG SE
01/07/2017;PAYS LN
01/07/2017;PFC LN
01/07/2017;PFG LN
01/07/2017;PGHN SW
01/07/2017;PHIA NA
01/07/2017;PHNX LN
01/07/2017;PNDORA DC
01/07/2017;PNL NA
01/07/2017;PNN LN
01/07/2017;POLY LN
01/07/2017;POM FP
01/07/2017;PROX BB
01/07/2017;PRU LN
01/07/2017;PRY IM
01/07/2017;PSM GY
01/07/2017;PSN LN
01/07/2017;PSON LN
01/07/2017;PSPN SE
01/07/2017;PST IM
01/07/2017;PTEC LN
01/07/2017;PUB FP
01/07/2017;QIA GY
01/07/2017;QQ/ LN
01/07/2017;RACE IM
01/07/2017;RAND NA
01/07/2017;RB/ LN
01/07/2017;RBI AV
01/07/2017;RBS LN
01/07/2017;RDSA NA
01/07/2017;REC IM
01/07/2017;REE SQ
01/07/2017;REL LN
01/07/2017;RENT NA
01/07/2017;REP SQ
01/07/2017;RF FP
01/07/2017;RHM GY
01/07/2017;RI FP
01/07/2017;RIO LN
01/07/2017;RMG LN
01/07/2017;RMS FP
01/07/2017;RMV LN
01/07/2017;RNO FP
01/07/2017;ROG SW
01/07/2017;ROR LN
01/07/2017;RPC LN
01/07/2017;RR/ LN
01/07/2017;RRS LN
01/07/2017;RRTL GY
01/07/2017;RSA LN
01/07/2017;RTO LN
01/07/2017;RUI FP
01/07/2017;RWE GY
01/07/2017;RXL FP
01/07/2017;RYA ID
01/07/2017;SAABB SS
01/07/2017;SAB SQ
01/07/2017;SAF FP
01/07/2017;SAGA LN
01/07/2017;SAMPO FH
01/07/2017;SAN FP
01/07/2017;SAN SQ
01/07/2017;SAND SS
01/07/2017;SAP GY
01/07/2017;SAZ GY
01/07/2017;SBMO NA
01/07/2017;SBRY LN
01/07/2017;SCHA NO
01/07/2017;SCHP SW
01/07/2017;SCMN SW
01/07/2017;SCR FP
01/07/2017;SDF GY
01/07/2017;SDR LN
01/07/2017;SEBA SS
01/07/2017;SECUB SS
01/07/2017;SESG FP
01/07/2017;SEV FP
01/07/2017;SFR FP
01/07/2017;SGE LN
01/07/2017;SGO FP
01/07/2017;SGRE SQ
01/07/2017;SGRO LN
01/07/2017;SGSN SW
01/07/2017;SHA GY
01/07/2017;SHB LN
01/07/2017;SHBA SS
01/07/2017;SHP LN
01/07/2017;SIE GY
01/07/2017;SIG LN
01/07/2017;SIKA SW
01/07/2017;SIM DC
01/07/2017;SK FP
01/07/2017;SKAB SS
01/07/2017;SKFB SS
01/07/2017;SKG ID
01/07/2017;SKY LN
01/07/2017;SLA LN
01/07/2017;SLHN SW
01/07/2017;SMDS LN
01/07/2017;SMIN LN
01/07/2017;SMWH LN
01/07/2017;SN/ LN
01/07/2017;SNH GY
01/07/2017;SOBI SS
01/07/2017;SOLB BB
01/07/2017;SOON SW
01/07/2017;SOP FP
01/07/2017;SOW GY
01/07/2017;SPM IM
01/07/2017;SPR GY
01/07/2017;SPSN SE
01/07/2017;SPX LN
01/07/2017;SRCG SE
01/07/2017;SREN SW
01/07/2017;SRG IM
01/07/2017;SRT3 GY
01/07/2017;SSE LN
01/07/2017;SSPG LN
01/07/2017;STAN LN
01/07/2017;STB NO
01/07/2017;STERV FH
01/07/2017;STJ LN
01/07/2017;STM IM
01/07/2017;STMN SE
01/07/2017;SU FP
01/07/2017;SUBC NO
01/07/2017;SVT LN
01/07/2017;SW FP
01/07/2017;SWEDA SS
01/07/2017;SWMA SS
01/07/2017;SXS LN
01/07/2017;SY1 GY
01/07/2017;SYDB DC
01/07/2017;TATE LN
01/07/2017;TCAP LN
01/07/2017;TDC DC
01/07/2017;TEF SQ
01/07/2017;TEL NO
01/07/2017;TEL2B SS
01/07/2017;TELIA SS
01/07/2017;TEMN SE
01/07/2017;TEN IM
01/07/2017;TEP FP
01/07/2017;TGS NO
01/07/2017;TIT IM
01/07/2017;TKA GY
01/07/2017;TL5 SQ
01/07/2017;TLW LN
01/07/2017;TNET BB
01/07/2017;TPK LN
01/07/2017;TRELB SS
01/07/2017;TRN IM
01/07/2017;TRYG DC
01/07/2017;TSCO LN
01/07/2017;TUI LN
01/07/2017;TW/ LN
01/07/2017;TYRES FH
01/07/2017;UBI FP
01/07/2017;UBI IM
01/07/2017;UBM LN
01/07/2017;UBSG SW
01/07/2017;UCB BB
01/07/2017;UCG IM
01/07/2017;UG FP
01/07/2017;UHR SW
01/07/2017;UL NA
01/07/2017;ULVR LN
01/07/2017;UMI BB
01/07/2017;UN01 GY
01/07/2017;UNAT NA
01/07/2017;UPM FH
01/07/2017;US IM
01/07/2017;UTDI GY
01/07/2017;UU/ LN
01/07/2017;VCT LN
01/07/2017;VIE FP
01/07/2017;VIFN SW
01/07/2017;VIS SQ
01/07/2017;VIV FP
01/07/2017;VMUK LN
01/07/2017;VNA GY
01/07/2017;VOD LN
01/07/2017;VOE AV
01/07/2017;VOLVB SS
01/07/2017;VOW3 GY
01/07/2017;VPK NA
01/07/2017;VWS DC
01/07/2017;WDI GY
01/07/2017;WEIR LN
01/07/2017;WG/ LN
01/07/2017;WIE AV
01/07/2017;WKL NA
01/07/2017;WMH LN
01/07/2017;WPG LN
01/07/2017;WPP LN
01/07/2017;WRT1V FH
01/07/2017;WTB LN
01/07/2017;YAR NO
01/07/2017;ZAL GY
01/07/2017;ZC FP
01/07/2017;ZURN SW
01/10/2017;1COV GY
01/10/2017;A2A IM
01/10/2017;AA/ LN
01/10/2017;AAL LN
01/10/2017;AALB NA
01/10/2017;ABBN SW
01/10/2017;ABE SQ
01/10/2017;ABF LN
01/10/2017;ABI BB
01/10/2017;ABN NA
01/10/2017;AC FP
01/10/2017;ACA FP
01/10/2017;ACKB BB
01/10/2017;ACS SQ
01/10/2017;AD NA
01/10/2017;ADEN SW
01/10/2017;ADM LN
01/10/2017;ADP FP
01/10/2017;ADS GY
01/10/2017;AENA SQ
01/10/2017;AF FP
01/10/2017;AGK LN
01/10/2017;AGN NA
01/10/2017;AGS BB
01/10/2017;AHT LN
01/10/2017;AI FP
01/10/2017;AIBG ID
01/10/2017;AIR FP
01/10/2017;AKE FP
01/10/2017;AKZA NA
01/10/2017;ALFA SS
01/10/2017;ALO FP
01/10/2017;ALV GY
01/10/2017;AM FP
01/10/2017;AMEAS FH
01/10/2017;AMFW LN
01/10/2017;AMS SE
01/10/2017;AMS SQ
01/10/2017;AMUN FP
01/10/2017;ANDR AV
01/10/2017;ANTO LN
01/10/2017;ARL GY
01/10/2017;ARYN SW
01/10/2017;ASM NA
01/10/2017;ASML NA
01/10/2017;ASRNL NA
01/10/2017;ASSAB SS
01/10/2017;ATC NA
01/10/2017;ATCOA SS
01/10/2017;ATL IM
01/10/2017;ATO FP
01/10/2017;AUTO LN
01/10/2017;AV/ LN
01/10/2017;AZM IM
01/10/2017;AZN LN
01/10/2017;B4B GY
01/10/2017;BA/ LN
01/10/2017;BAB LN
01/10/2017;BAER SW
01/10/2017;BALDB SS
01/10/2017;BALN SW
01/10/2017;BAMI IM
01/10/2017;BARC LN
01/10/2017;BARN SE
01/10/2017;BAS GY
01/10/2017;BATS LN
01/10/2017;BAYN GY
01/10/2017;BB FP
01/10/2017;BBVA SQ
01/10/2017;BBY LN
01/10/2017;BDEV LN
01/10/2017;BEI GY
01/10/2017;BEZ LN
01/10/2017;BHP LN
01/10/2017;BILL SS
01/10/2017;BIM FP
01/10/2017;BION SE
01/10/2017;BIRG ID
01/10/2017;BKG LN
01/10/2017;BKIA SQ
01/10/2017;BKT SQ
01/10/2017;BLND LN
01/10/2017;BME LN
01/10/2017;BME SQ
01/10/2017;BMW GY
01/10/2017;BN FP
01/10/2017;BNP FP
01/10/2017;BNR GY
01/10/2017;BNZL LN
01/10/2017;BOK LN
01/10/2017;BOKA NA
01/10/2017;BOL FP
01/10/2017;BOL SS
01/10/2017;BOSS GY
01/10/2017;BP/ LN
01/10/2017;BPE IM
01/10/2017;BPOST BB
01/10/2017;BRBY LN
01/10/2017;BT/A LN
01/10/2017;BTG LN
01/10/2017;BVI FP
01/10/2017;BVIC LN
01/10/2017;BWO AV
01/10/2017;BWY LN
01/10/2017;CA FP
01/10/2017;CABK SQ
01/10/2017;CAP FP
01/10/2017;CAPC LN
01/10/2017;CARLB DC
01/10/2017;CAST SS
01/10/2017;CBG LN
01/10/2017;CBK GY
01/10/2017;CCH LN
01/10/2017;CCL LN
01/10/2017;CDI FP
01/10/2017;CEY LN
01/10/2017;CEZ CK
01/10/2017;CFR SW
01/10/2017;CHR DC
01/10/2017;CLN SW
01/10/2017;CLNX SQ
01/10/2017;CMBN SE
01/10/2017;CNA LN
01/10/2017;CNHI IM
01/10/2017;CNP FP
01/10/2017;CO FP
01/10/2017;COB LN
01/10/2017;COFB BB
01/10/2017;COLOB DC
01/10/2017;COLR BB
01/10/2017;CON GY
01/10/2017;COV FP
01/10/2017;CPG LN
01/10/2017;CPI LN
01/10/2017;CPR IM
01/10/2017;CRDA LN
01/10/2017;CRH ID
01/10/2017;CS FP
01/10/2017;CSGN SW
01/10/2017;CTEC LN
01/10/2017;DAI GY
01/10/2017;DANSKE DC
01/10/2017;DB1 GY
01/10/2017;DBK GY
01/10/2017;DC/ LN
01/10/2017;DCC LN
01/10/2017;DEC FP
01/10/2017;DEMANT DC
01/10/2017;DEQ GY
01/10/2017;DG FP
01/10/2017;DGE LN
01/10/2017;DIA SQ
01/10/2017;DKSH SE
01/10/2017;DLG GY
01/10/2017;DLG LN
01/10/2017;DLN LN
01/10/2017;DMGT LN
01/10/2017;DNB NO
01/10/2017;DOKA SE
01/10/2017;DPW GY
01/10/2017;DRI GY
01/10/2017;DSM NA
01/10/2017;DSV DC
01/10/2017;DSY FP
01/10/2017;DTE GY
01/10/2017;DUE GY
01/10/2017;DUFN SW
01/10/2017;DWNI GY
01/10/2017;EBS AV
01/10/2017;ECM LN
01/10/2017;EDEN FP
01/10/2017;EDF FP
01/10/2017;EDP PL
01/10/2017;EKTAB SS
01/10/2017;EL FP
01/10/2017;ELE SQ
01/10/2017;ELIOR FP
01/10/2017;ELISA FH
01/10/2017;ELUXB SS
01/10/2017;EMG LN
01/10/2017;EMSN SE
01/10/2017;EN FP
01/10/2017;ENEL IM
01/10/2017;ENG SQ
01/10/2017;ENGI FP
01/10/2017;ENI IM
01/10/2017;ENX FP
01/10/2017;EO FP
01/10/2017;EOAN GY
01/10/2017;EQNR NO
01/10/2017;ERF FP
01/10/2017;ERICB SS
01/10/2017;ESSITYB SS
01/10/2017;ETL FP
01/10/2017;EVK GY
01/10/2017;EXO IM
01/10/2017;EXPN LN
01/10/2017;EZJ LN
01/10/2017;FABG SS
01/10/2017;FBK IM
01/10/2017;FCA IM
01/10/2017;FER SQ
01/10/2017;FERG LN
01/10/2017;FGR FP
01/10/2017;FHZN SE
01/10/2017;FI-N SE
01/10/2017;FLTR ID
01/10/2017;FME GY
01/10/2017;FNTN GY
01/10/2017;FORTUM FH
01/10/2017;FP FP
01/10/2017;FPE3 GY
01/10/2017;FR FP
01/10/2017;FRA GY
01/10/2017;FRE GY
01/10/2017;FRES LN
01/10/2017;FTI FP
01/10/2017;G IM
01/10/2017;G1A GY
01/10/2017;G24 GY
01/10/2017;GALP PL
01/10/2017;GBLB BB
01/10/2017;GEBN SW
01/10/2017;GET FP
01/10/2017;GETIB SS
01/10/2017;GFC FP
01/10/2017;GFS LN
01/10/2017;GIVN SW
01/10/2017;GJF NO
01/10/2017;GKN LN
01/10/2017;GLB ID
01/10/2017;GLE FP
01/10/2017;GLEN LN
01/10/2017;GLPG NA
01/10/2017;GMAB DC
01/10/2017;GN DC
01/10/2017;GNK LN
01/10/2017;GPOR LN
01/10/2017;GRF SQ
01/10/2017;GSK LN
01/10/2017;GTO NA
01/10/2017;GVC LN
01/10/2017;GXI GY
01/10/2017;HAS LN
01/10/2017;HEI GY
01/10/2017;HEIA NA
01/10/2017;HEIO NA
01/10/2017;HELN SE
01/10/2017;HEN3 GY
01/10/2017;HEXAB SS
01/10/2017;HIK LN
01/10/2017;HL/ LN
01/10/2017;HLMA LN
01/10/2017;HMB SS
01/10/2017;HMSO LN
01/10/2017;HNR1 GY
01/10/2017;HO FP
01/10/2017;HOT GY
01/10/2017;HPOLB SS
01/10/2017;HSBA LN
01/10/2017;HSX LN
01/10/2017;HUH1V FH
01/10/2017;HUSQB SS
01/10/2017;HWDN LN
01/10/2017;IAG LN
01/10/2017;IBE SQ
01/10/2017;ICA SS
01/10/2017;ICAD FP
01/10/2017;ICP LN
01/10/2017;IFX GY
01/10/2017;IG IM
01/10/2017;IGG LN
01/10/2017;IGY GY
01/10/2017;IHG LN
01/10/2017;III LN
01/10/2017;ILD FP
01/10/2017;IMB LN
01/10/2017;IMCD NA
01/10/2017;IMI LN
01/10/2017;INCH LN
01/10/2017;INDUA SS
01/10/2017;INDV LN
01/10/2017;INF LN
01/10/2017;ING FP
01/10/2017;INGA NA
01/10/2017;INTRUM SS
01/10/2017;INTU LN
01/10/2017;INVEB SS
01/10/2017;INVP LN
01/10/2017;IPN FP
01/10/2017;ISAT LN
01/10/2017;ISP IM
01/10/2017;ISS DC
01/10/2017;ITRK LN
01/10/2017;ITV LN
01/10/2017;ITX SQ
01/10/2017;IWG LN
01/10/2017;JE/ LN
01/10/2017;JM SS
01/10/2017;JMAT LN
01/10/2017;JMT PL
01/10/2017;JUP LN
01/10/2017;JYSK DC
01/10/2017;KBC BB
01/10/2017;KER FP
01/10/2017;KESKOB FH
01/10/2017;KGF LN
01/10/2017;KGX GY
01/10/2017;KINDSDB SS
01/10/2017;KINVB SS
01/10/2017;KN FP
01/10/2017;KNEBV FH
01/10/2017;KNIN SW
01/10/2017;KOMB CK
01/10/2017;KPN NA
01/10/2017;KSP ID
01/10/2017;KYG ID
01/10/2017;LAND LN
01/10/2017;LCL LN
01/10/2017;LDO IM
01/10/2017;LEG GY
01/10/2017;LGEN LN
01/10/2017;LHA GY
01/10/2017;LHN SW
01/10/2017;LI FP
01/10/2017;LIGHT NA
01/10/2017;LLOY LN
01/10/2017;LNA GY
01/10/2017;LOGN SW
01/10/2017;LONN SW
01/10/2017;LOOMB SS
01/10/2017;LR FP
01/10/2017;LSE LN
01/10/2017;LUN DC
01/10/2017;LUNDB SS
01/10/2017;LUPE SS
01/10/2017;LUX IM
01/10/2017;LXS GY
01/10/2017;MAERSKB DC
01/10/2017;MAN GY
01/10/2017;MAP SQ
01/10/2017;MB IM
01/10/2017;MC FP
01/10/2017;MCRO LN
01/10/2017;MDC LN
01/10/2017;MERL LN
01/10/2017;METSO FH
01/10/2017;MF FP
01/10/2017;MGGT LN
01/10/2017;MKS LN
01/10/2017;ML FP
01/10/2017;MMB FP
01/10/2017;MNDI LN
01/10/2017;MONC IM
01/10/2017;MONY LN
01/10/2017;MOWI NO
01/10/2017;MRK GY
01/10/2017;MRL SQ
01/10/2017;MRO LN
01/10/2017;MRW LN
01/10/2017;MT NA
01/10/2017;MTRO LN
01/10/2017;MTX GY
01/10/2017;MUV2 GY
01/10/2017;NCCB SS
01/10/2017;NDA GY
01/10/2017;NDA SS
01/10/2017;NESN SW
01/10/2017;NESTE FH
01/10/2017;NETS DC
01/10/2017;NG/ LN
01/10/2017;NHY NO
01/10/2017;NIBEB SS
01/10/2017;NK FP
01/10/2017;NN NA
01/10/2017;NOKIA FH
01/10/2017;NOVN SW
01/10/2017;NOVOB DC
01/10/2017;NTGY SQ
01/10/2017;NXG LN
01/10/2017;NXT LN
01/10/2017;NZYMB DC
01/10/2017;O2D GY
01/10/2017;OCDO LN
01/10/2017;OERL SE
01/10/2017;OML LN
01/10/2017;OMV AV
01/10/2017;ONTEX BB
01/10/2017;OR FP
01/10/2017;ORA FP
01/10/2017;ORK NO
01/10/2017;ORNBV FH
01/10/2017;ORP FP
01/10/2017;ORSTED DC
01/10/2017;OSR GY
01/10/2017;OUT1V FH
01/10/2017;PAH3 GY
01/10/2017;PARG SE
01/10/2017;PAYS LN
01/10/2017;PFG LN
01/10/2017;PGHN SW
01/10/2017;PHIA NA
01/10/2017;PHNX LN
01/10/2017;PNDORA DC
01/10/2017;PNL NA
01/10/2017;PNN LN
01/10/2017;POLY LN
01/10/2017;POM FP
01/10/2017;PROX BB
01/10/2017;PRU LN
01/10/2017;PRY IM
01/10/2017;PSM GY
01/10/2017;PSN LN
01/10/2017;PSON LN
01/10/2017;PSPN SE
01/10/2017;PST IM
01/10/2017;PTEC LN
01/10/2017;PUB FP
01/10/2017;QIA GY
01/10/2017;RACE IM
01/10/2017;RAND NA
01/10/2017;RB/ LN
01/10/2017;RBI AV
01/10/2017;RBS LN
01/10/2017;RDSA NA
01/10/2017;REC IM
01/10/2017;REE SQ
01/10/2017;REL LN
01/10/2017;RENT NA
01/10/2017;REP SQ
01/10/2017;RF FP
01/10/2017;RHM GY
01/10/2017;RI FP
01/10/2017;RIO LN
01/10/2017;RMG LN
01/10/2017;RMS FP
01/10/2017;RMV LN
01/10/2017;RNO FP
01/10/2017;ROG SW
01/10/2017;ROR LN
01/10/2017;RPC LN
01/10/2017;RR/ LN
01/10/2017;RRS LN
01/10/2017;RRTL GY
01/10/2017;RSA LN
01/10/2017;RTO LN
01/10/2017;RUI FP
01/10/2017;RWE GY
01/10/2017;RXL FP
01/10/2017;RYA ID
01/10/2017;SAABB SS
01/10/2017;SAB SQ
01/10/2017;SAF FP
01/10/2017;SAGA LN
01/10/2017;SAMPO FH
01/10/2017;SAN FP
01/10/2017;SAN SQ
01/10/2017;SAND SS
01/10/2017;SAP GY
01/10/2017;SAZ GY
01/10/2017;SBMO NA
01/10/2017;SBRY LN
01/10/2017;SCAB SS
01/10/2017;SCHA NO
01/10/2017;SCHP SW
01/10/2017;SCMN SW
01/10/2017;SCR FP
01/10/2017;SDF GY
01/10/2017;SDR LN
01/10/2017;SEBA SS
01/10/2017;SECUB SS
01/10/2017;SESG FP
01/10/2017;SEV FP
01/10/2017;SFR FP
01/10/2017;SGE LN
01/10/2017;SGO FP
01/10/2017;SGRE SQ
01/10/2017;SGRO LN
01/10/2017;SGSN SW
01/10/2017;SHA GY
01/10/2017;SHB LN
01/10/2017;SHBA SS
01/10/2017;SHP LN
01/10/2017;SIE GY
01/10/2017;SIG LN
01/10/2017;SIKA SW
01/10/2017;SIM DC
01/10/2017;SK FP
01/10/2017;SKAB SS
01/10/2017;SKFB SS
01/10/2017;SKG ID
01/10/2017;SKY LN
01/10/2017;SLA LN
01/10/2017;SLHN SW
01/10/2017;SMDS LN
01/10/2017;SMIN LN
01/10/2017;SMWH LN
01/10/2017;SN/ LN
01/10/2017;SNH GY
01/10/2017;SOBI SS
01/10/2017;SOLB BB
01/10/2017;SOON SW
01/10/2017;SOP FP
01/10/2017;SOW GY
01/10/2017;SPIE FP
01/10/2017;SPM IM
01/10/2017;SPR GY
01/10/2017;SPSN SE
01/10/2017;SPX LN
01/10/2017;SRCG SE
01/10/2017;SREN SW
01/10/2017;SRG IM
01/10/2017;SRT3 GY
01/10/2017;SSE LN
01/10/2017;SSPG LN
01/10/2017;STAN LN
01/10/2017;STB NO
01/10/2017;STERV FH
01/10/2017;STJ LN
01/10/2017;STM IM
01/10/2017;STMN SE
01/10/2017;SU FP
01/10/2017;SUBC NO
01/10/2017;SVT LN
01/10/2017;SW FP
01/10/2017;SWEDA SS
01/10/2017;SWMA SS
01/10/2017;SXS LN
01/10/2017;SY1 GY
01/10/2017;SYDB DC
01/10/2017;TATE LN
01/10/2017;TCAP LN
01/10/2017;TDC DC
01/10/2017;TEF SQ
01/10/2017;TEL NO
01/10/2017;TEL2B SS
01/10/2017;TELIA SS
01/10/2017;TEMN SE
01/10/2017;TEN IM
01/10/2017;TEP FP
01/10/2017;TGS NO
01/10/2017;TIT IM
01/10/2017;TKA GY
01/10/2017;TL5 SQ
01/10/2017;TLW LN
01/10/2017;TNET BB
01/10/2017;TPK LN
01/10/2017;TRELB SS
01/10/2017;TRN IM
01/10/2017;TRYG DC
01/10/2017;TSCO LN
01/10/2017;TUI LN
01/10/2017;TW/ LN
01/10/2017;TYRES FH
01/10/2017;UBI FP
01/10/2017;UBI IM
01/10/2017;UBM LN
01/10/2017;UBSG SW
01/10/2017;UCB BB
01/10/2017;UCG IM
01/10/2017;UDG LN
01/10/2017;UG FP
01/10/2017;UHR SW
01/10/2017;UL NA
01/10/2017;ULVR LN
01/10/2017;UMI BB
01/10/2017;UN01 GY
01/10/2017;UNAT NA
01/10/2017;UPM FH
01/10/2017;US IM
01/10/2017;UTDI GY
01/10/2017;UU/ LN
01/10/2017;VCT LN
01/10/2017;VIE FP
01/10/2017;VIFN SW
01/10/2017;VIS SQ
01/10/2017;VIV FP
01/10/2017;VMUK LN
01/10/2017;VNA GY
01/10/2017;VOD LN
01/10/2017;VOE AV
01/10/2017;VOLVB SS
01/10/2017;VOW3 GY
01/10/2017;VPK NA
01/10/2017;VWS DC
01/10/2017;WDI GY
01/10/2017;WEIR LN
01/10/2017;WG/ LN
01/10/2017;WIE AV
01/10/2017;WKL NA
01/10/2017;WMH LN
01/10/2017;WPG LN
01/10/2017;WPP LN
01/10/2017;WRT1V FH
01/10/2017;WTB LN
01/10/2017;YAR NO
01/10/2017;ZAL GY
01/10/2017;ZC FP
01/10/2017;ZURN SW
01/01/2018;1COV GY
01/01/2018;A2A IM
01/01/2018;AAL LN
01/01/2018;AALB NA
01/01/2018;ABBN SE
01/01/2018;ABE SQ
01/01/2018;ABF LN
01/01/2018;ABI BB
01/01/2018;ABN NA
01/01/2018;AC FP
01/01/2018;ACA FP
01/01/2018;ACKB BB
01/01/2018;ACS SQ
01/01/2018;AD NA
01/01/2018;ADEN SE
01/01/2018;ADM LN
01/01/2018;ADP FP
01/01/2018;ADS GY
01/01/2018;AENA SQ
01/01/2018;AF FP
01/01/2018;AGK LN
01/01/2018;AGN NA
01/01/2018;AGS BB
01/01/2018;AHT LN
01/01/2018;AI FP
01/01/2018;AIBG ID
01/01/2018;AIR FP
01/01/2018;AKE FP
01/01/2018;AKZA NA
01/01/2018;ALFA SS
01/01/2018;ALO FP
01/01/2018;ALT FP
01/01/2018;ALV GY
01/01/2018;AM FP
01/01/2018;AMEAS FH
01/01/2018;AMS SE
01/01/2018;AMS SQ
01/01/2018;AMUN FP
01/01/2018;ANDR AV
01/01/2018;ANTO LN
01/01/2018;ARL GY
01/01/2018;ARYN SE
01/01/2018;ASM NA
01/01/2018;ASML NA
01/01/2018;ASRNL NA
01/01/2018;ASSAB SS
01/01/2018;AT1 GY
01/01/2018;ATC NA
01/01/2018;ATCOA SS
01/01/2018;ATL IM
01/01/2018;ATO FP
01/01/2018;AUTO LN
01/01/2018;AV/ LN
01/01/2018;AZM IM
01/01/2018;AZN LN
01/01/2018;B4B GY
01/01/2018;BA/ LN
01/01/2018;BAB LN
01/01/2018;BAER SE
01/01/2018;BALDB SS
01/01/2018;BALN SE
01/01/2018;BAMI IM
01/01/2018;BARC LN
01/01/2018;BARN SE
01/01/2018;BAS GY
01/01/2018;BATS LN
01/01/2018;BAYN GY
01/01/2018;BB FP
01/01/2018;BBVA SQ
01/01/2018;BBY LN
01/01/2018;BDEV LN
01/01/2018;BEI GY
01/01/2018;BESI NA
01/01/2018;BEZ LN
01/01/2018;BHP LN
01/01/2018;BILL SS
01/01/2018;BIM FP
01/01/2018;BION SE
01/01/2018;BIRG ID
01/01/2018;BKG LN
01/01/2018;BKIA SQ
01/01/2018;BKT SQ
01/01/2018;BLND LN
01/01/2018;BME LN
01/01/2018;BME SQ
01/01/2018;BMW GY
01/01/2018;BN FP
01/01/2018;BNP FP
01/01/2018;BNR GY
01/01/2018;BNZL LN
01/01/2018;BOK LN
01/01/2018;BOKA NA
01/01/2018;BOL FP
01/01/2018;BOL SS
01/01/2018;BOSS GY
01/01/2018;BP/ LN
01/01/2018;BPE IM
01/01/2018;BPOST BB
01/01/2018;BRBY LN
01/01/2018;BT/A LN
01/01/2018;BTG LN
01/01/2018;BVI FP
01/01/2018;BVIC LN
01/01/2018;BWO AV
01/01/2018;BWY LN
01/01/2018;CA FP
